NODE_9_length_9095_cov_1.230709	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; Paracoccaceae bacterium; 
NODE_1134_length_2132_cov_0.961596	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_1186_length_2099_cov_1.138438	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_1246_length_2069_cov_0.964985	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; environmental samples; uncultured Mediterranean phage uvMED; 
NODE_1327_length_2027_cov_0.722632	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_1412_length_1985_cov_2.435414	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; 
NODE_1419_length_1983_cov_1.182651	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1431_length_1978_cov_1.142626	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_1436_length_1977_cov_2.050270	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1500_length_1946_cov_0.852117	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria; Deltaproteobacteria bacterium; 
NODE_1574_length_1915_cov_2.876957	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_1603_length_1902_cov_1.572394	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1611_length_1899_cov_1.113995	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_1705_length_1857_cov_0.970520	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_1840_length_1812_cov_6.608902	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_1907_length_1792_cov_2.679279	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A2; 
NODE_1917_length_1788_cov_20.792896	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_1957_length_1777_cov_1.384242	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
NODE_2003_length_1767_cov_0.967683	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_2067_length_1753_cov_0.847478	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_2122_length_1736_cov_1.151025	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_2191_length_1717_cov_0.823270	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_2281_length_1696_cov_0.813894	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; unclassified Bacteroidota; Bacteroidota bacterium; 
NODE_2374_length_1677_cov_0.945806	cellular organisms; Bacteria; 
NODE_2382_length_1675_cov_1.012920	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_2410_length_1668_cov_0.537962	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_2426_length_1663_cov_2.164062	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_2544_length_1634_cov_1.241539	Viruses; environmental samples; uncultured marine virus; 
NODE_2612_length_1620_cov_1.135298	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_2651_length_1612_cov_0.490236	cellular organisms; Bacteria; Pseudomonadota; unclassified Pseudomonadota; Pseudomonadota bacterium; 
NODE_2716_length_1596_cov_1.508509	Viruses; environmental samples; uncultured marine virus; 
NODE_2795_length_1583_cov_0.843407	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_2868_length_1570_cov_0.891199	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; 
NODE_2907_length_1561_cov_0.497908	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria; Deltaproteobacteria bacterium; 
NODE_2968_length_1549_cov_1.938115	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Nonlabens; Nonlabens xiamenensis; 
NODE_3020_length_1540_cov_1.940552	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_3035_length_1538_cov_1.720765	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium TMED232; 
NODE_3104_length_1528_cov_0.926481	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium MED-G42; 
NODE_3150_length_1520_cov_2.054559	Viruses; environmental samples; uncultured marine virus; 
NODE_3197_length_1513_cov_0.941558	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_3240_length_1507_cov_1.471014	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_3336_length_1495_cov_0.741959	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_3372_length_1488_cov_0.894930	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_3409_length_1483_cov_1.584808	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_3435_length_1479_cov_2.854290	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; 
NODE_3443_length_1478_cov_0.643227	
NODE_3672_length_1445_cov_1.788316	Viruses; environmental samples; uncultured marine virus; 
NODE_3731_length_1438_cov_0.802441	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_3898_length_1420_cov_1.341841	Viruses; environmental samples; uncultured marine virus; 
NODE_3936_length_1415_cov_1.038043	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Candidatus Actinomarinidae; Candidatus Actinomarinales; unclassified Candidatus Actinomarinales; Candidatus Actinomarinales bacterium; 
NODE_3973_length_1409_cov_4.664587	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A1; 
NODE_4162_length_1387_cov_0.706349	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_4171_length_1386_cov_1.289118	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_4233_length_1379_cov_0.745208	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_4402_length_1360_cov_1.115977	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium; 
NODE_4432_length_1358_cov_0.758733	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_4602_length_1341_cov_0.892092	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_4687_length_1332_cov_1.301245	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_4769_length_1325_cov_3.466611	Viruses; environmental samples; uncultured marine virus; 
NODE_4873_length_1315_cov_1.108586	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium TMED271; 
NODE_4932_length_1311_cov_0.957770	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_4986_length_1307_cov_1.802542	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Saprospiria; Saprospirales; unclassified Saprospirales; Saprospirales bacterium TMED214; 
NODE_5049_length_1302_cov_1.436596	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; 
NODE_5103_length_1299_cov_1.230375	cellular organisms; Archaea; Candidatus Thermoplasmatota; Candidatus Poseidoniia; Candidatus Poseidoniales; unclassified Candidatus Poseidoniales; Candidatus Poseidoniales archaeon; 
NODE_5165_length_1293_cov_0.994854	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_5224_length_1288_cov_1.138674	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_5279_length_1285_cov_1.014680	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; 
NODE_5402_length_1275_cov_1.638502	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_5427_length_1274_cov_0.563208	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; OMG group; OM182 clade; OM182 bacterium; 
NODE_5465_length_1271_cov_0.805944	
NODE_5648_length_1256_cov_0.920283	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; unclassified Prochlorococcus; Prochlorococcus sp.; 
NODE_5737_length_1249_cov_0.675579	cellular organisms; Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina acetivorans; Methanosarcina acetivorans C2A; 
NODE_6038_length_1226_cov_1.224750	cellular organisms; Bacteria; unclassified Bacteria; bacterium HD9-500m-PIT-SAG08; 
NODE_6113_length_1222_cov_0.755251	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_6126_length_1221_cov_0.826325	
NODE_6439_length_1200_cov_4.119292	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
NODE_6558_length_1194_cov_0.354264	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria; Deltaproteobacteria bacterium; 
NODE_6608_length_1191_cov_0.943609	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; unclassified Flavobacteriaceae; Flavobacteriaceae bacterium; 
NODE_6659_length_1188_cov_0.834119	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Lipsvirus; 
NODE_6761_length_1182_cov_0.643602	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_6816_length_1178_cov_6.311132	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; 
NODE_6826_length_1178_cov_0.981922	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium MarineAlpha5_Bin5; 
NODE_6900_length_1174_cov_0.673352	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassomonas; unclassified Thalassomonas; Thalassomonas sp. M1454; 
NODE_7016_length_1168_cov_1.396734	Viruses; environmental samples; uncultured virus; 
NODE_7067_length_1165_cov_0.967245	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_7145_length_1161_cov_1.510638	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; unclassified Pelagibacteraceae; Pelagibacteraceae bacterium GOM-A4; 
NODE_7264_length_1155_cov_1.243191	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria; Deltaproteobacteria bacterium; 
NODE_7347_length_1150_cov_0.721408	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; unclassified Acidimicrobiaceae; Acidimicrobiaceae bacterium TMED210; 
NODE_7426_length_1146_cov_0.745829	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Libanvirus; unclassified Libanvirus; Libanvirus sp.; 
NODE_7459_length_1144_cov_1.391347	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; 
NODE_7510_length_1142_cov_0.894581	cellular organisms; Bacteria; FCB group; Candidatus Marinimicrobia; Candidatus Marinimicrobia bacterium; 
NODE_7555_length_1139_cov_1.317194	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; unclassified Actinomycetota; Actinomycetota bacterium; 
NODE_7626_length_1136_cov_0.532210	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae; 
NODE_7733_length_1130_cov_0.961117	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium MarineAlpha5_Bin2; 
NODE_7822_length_1125_cov_1.383768	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium; 
NODE_7830_length_1124_cov_2.434303	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; unclassified Gammaproteobacteria; Gammaproteobacteria bacterium; 
NODE_7841_length_1124_cov_0.759278	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; unclassified Pelagibacterales; Pelagibacterales bacterium; 
NODE_7945_length_1119_cov_0.917339	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria; Alphaproteobacteria bacterium TMED199; 
NODE_8008_length_1116_cov_0.612740	cellular organisms; Bacteria; delta/epsilon subdivisions; Deltaproteobacteria; unclassified Deltaproteobacteria; Deltaproteobacteria bacterium; 
NODE_8069_length_1113_cov_0.808316	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales; Rhodobacterales bacterium; 
NODE_8169_length_1108_cov_1.334353	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Synechococcus phage S-CRM01; 
NODE_8295_length_1103_cov_0.840164	cellular organisms; Archaea; 
NODE_8309_length_1102_cov_1.385641	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Cryomorphaceae; unclassified Cryomorphaceae; Cryomorphaceae bacterium; 
NODE_8366_length_1100_cov_0.784173	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; unclassified Flavobacteriales; Flavobacteriales bacterium; 
NODE_8388_length_1099_cov_0.939300	
NODE_8648_length_1088_cov_0.881374	
NODE_9010_length_1072_cov_1.292063	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_9105_length_1068_cov_1.023379	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; SAR86 cluster; SAR86 cluster bacterium; 
NODE_9142_length_1067_cov_0.841489	
NODE_9417_length_1055_cov_0.792026	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Caudoviricetes sp.; 
NODE_9582_length_1048_cov_1.006515	cellular organisms; Archaea; Euryarchaeota; unclassified Euryarchaeota; Euryarchaeota archaeon; 
NODE_9680_length_1044_cov_1.642312	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
